group	EIF2AK2	IFI44	IFI44L	IFIT3	IFITM3	PARP9	PRIC285	TRIM22	XAF1	ZBP1
case	8.65041813	8.74332444	7.87193911	9.36030743	10.20806	9.03291797	8.81665762	8.73437092	8.94065804	8.17445036
case	10.7854754	12.0972766	12.8084003	12.1176662	12.7027212	10.7819817	10.6775963	10.786286	12.0051982	10.0625589
case	10.7892002	11.2767014	11.8333471	12.5721216	11.0906074	10.9315242	10.9870998	11.27948	10.8296633	10.2834912
case	11.0302968	12.0295533	12.5081719	12.5270232	13.7385874	10.7910741	11.1723512	10.9703533	11.7405524	10.5644896
case	11.1454062	11.9877827	12.7355247	12.6652595	13.5342494	11.0016165	11.1169554	10.9582373	11.6122875	10.9375268
case	10.8015798	11.5383592	12.2298498	12.8190039	13.7623125	10.4250774	10.8483773	10.1288656	11.5844317	10.8971519
case	10.3587314	11.8496647	12.2349904	12.0821191	13.2536333	10.8375515	10.6797422	10.4682157	11.6000625	10.1406253
case	8.14032263	8.22691259	7.01488527	9.24901956	10.2957529	8.8408827	8.78290093	8.82007618	8.49099003	7.87396511
case	10.9034157	12.0054217	12.5271583	12.6027673	13.4806413	10.9839	10.6776474	10.9134123	11.4555353	11.0844091
case	9.00816415	7.86803356	6.84462041	9.40306231	10.5943955	9.27764262	9.53699858	8.88736351	8.36104323	8.52673005
case	11.3886061	12.4323422	12.8238037	13.0820535	13.8304251	11.0402836	11.0308285	11.1233888	12.0960081	11.2899249
case	10.8958827	11.4672499	12.3236524	12.7514129	13.7690785	10.9525556	11.0205286	10.3570098	11.751208	10.3979078
case	9.39632521	8.00469014	6.22473606	9.04055029	11.3750215	9.64028453	9.40419191	9.48374082	8.59902613	9.0839457
case	9.16083928	9.29760757	8.30850878	9.75100554	12.6512648	10.5902811	9.97956524	10.2271659	10.294121	9.02307456
case	10.7262454	11.6980357	11.6967185	11.8863932	13.2598072	10.6238431	10.6894459	10.6620559	11.2123559	10.4099191
case	11.3454801	10.8129674	11.5401484	11.873198	13.5773663	10.5396348	10.8422309	8.65406027	11.6391277	10.8138726
case	10.6392457	11.8658751	12.1492054	12.2981508	13.5791474	11.1071177	10.6683266	10.9048972	11.4681531	10.6255764
case	10.5812816	12.1413673	12.3604803	12.2847093	12.8031657	10.8671807	10.8190542	10.6891882	11.8211493	10.4748578
case	11.3881901	11.6157593	11.4362519	12.1577581	13.2538036	11.1177768	11.5211106	10.6301197	11.2556388	10.5287413
case	10.2415542	10.3528093	10.7316992	11.3964699	12.9217197	10.5167253	10.1264464	10.1772688	10.8442428	9.44043276
case	8.8986818	8.65467183	7.72625495	9.22172462	10.1905124	9.21071347	9.02005265	9.12542639	9.02926403	8.47809735
case	11.1937255	11.1728119	11.3226402	13.2853165	13.0868057	11.0693571	11.0017051	10.8605943	11.9104722	11.1326045
case	11.0709246	11.8607623	11.7809879	12.156164	13.6054784	10.8113008	11.0091477	10.8082684	11.3769513	10.5371087
case	9.99688442	10.7515892	10.5933043	11.4110819	12.4009909	10.0744533	9.824915	10.6648526	10.3147339	9.63241837
case	11.1957887	12.4084245	12.90771	13.2868527	13.7940604	11.2573837	11.3439435	11.5398097	12.0002145	11.1431504
case	10.4606934	11.4417672	11.7510611	11.8665136	13.5727511	10.2681572	10.5788368	10.5110272	11.0461752	10.4544813
case	10.7652148	11.9179367	12.3687703	12.2658348	13.2914139	10.552502	10.7779424	10.7858546	11.4064288	10.3810951
case	11.2026565	11.2732175	11.4405728	12.2351858	12.7713805	10.5043552	11.2642625	10.6238934	11.4102287	11.0627687
case	9.3906146	9.88349329	9.2953736	9.77007117	11.6167106	9.1540234	9.19542659	9.31827797	9.79243014	8.18712093
case	8.63607607	7.61710817	6.04364853	8.38063206	11.37266	9.24435622	8.83548895	8.79788261	8.20656411	8.37420095
case	9.91773442	11.3428814	11.6434332	11.6381974	12.8127014	10.5713165	10.2522728	10.4618201	11.2218662	9.40912847
case	10.2478718	11.38474	11.702151	11.2286931	12.6605992	10.356135	10.0271665	10.1299398	10.9858675	9.5461463
case	11.7338941	12.5409988	12.8818997	13.1912476	13.9463187	11.7786316	11.7536672	11.1056663	12.443993	11.5863942
case	8.28479866	7.87840717	6.91141356	8.41997955	9.67913557	8.91468231	8.91304976	8.64198236	8.09394727	7.91500573
case	11.0526903	11.7458953	12.4463475	12.2339656	13.4428709	11.2183362	10.7039451	10.6732251	11.9795117	10.6907436
case	11.6904586	11.8571024	12.6979258	12.5989634	13.5801902	11.0041425	11.3747499	9.79421992	11.9105633	10.8363218
case	10.2863302	11.6252559	12.1947365	12.3015834	13.5044094	10.680487	10.3292649	9.93541068	11.7042011	10.1396051
case	9.1662904	7.72736573	6.56819449	8.43882636	10.6107176	9.03471947	9.15927749	8.5678751	8.01142967	8.09371756
case	10.2939785	11.4807892	11.5712639	12.2627861	13.8628272	10.5786897	10.8630053	10.9761273	11.1357061	10.1413574
case	10.2931256	11.4417506	12.147817	11.523188	12.9327924	10.2779952	10.3720543	10.1388644	11.2292274	10.180716
case	9.46583513	9.46422021	8.99916147	10.0951979	10.7920175	9.76603291	9.52966968	9.04225582	10.045006	8.48804738
case	11.2392244	12.3248002	12.7654602	13.1355049	13.7711748	11.0724113	11.2254888	11.5963016	11.8212877	11.046343
case	10.5097582	11.6597578	11.932899	11.8661859	13.0352036	10.3859993	10.0389505	10.3040923	11.0911901	9.51952579
case	11.1068586	12.0838293	12.3559036	12.2779316	13.8947117	11.0409876	11.2948137	10.608812	11.7633194	10.8331115
case	8.02934466	7.4157781	6.34794269	8.55592618	10.6804193	8.69900533	8.90169295	8.53697178	7.96654352	7.86404187
case	10.8688218	10.8808194	11.0073343	11.5366581	13.3427303	10.4821838	10.9105445	10.240938	10.664418	9.82875073
case	10.2949194	10.3825397	10.2369099	10.8870256	12.8445336	10.1432467	9.94866348	9.52346688	10.2375195	9.64463846
case	8.96853663	7.22593523	5.80134183	8.38260457	11.9611559	9.015589	8.81455427	10.1536407	6.40376944	7.53829837
case	10.8004955	11.5800856	12.5487001	12.4948956	13.7312501	10.4226577	9.94811854	10.1769261	11.4594926	10.7981826
case	11.1963968	12.4107688	12.3831691	12.7631235	13.810658	11.1398493	10.883643	10.5747704	12.0918244	10.3761319
case	10.2972602	11.2775803	11.9176402	12.0364913	12.2404977	10.1944614	10.4660867	10.1333298	10.9780919	9.76097603
case	11.1200013	12.4286127	13.0418193	12.9400902	13.9195626	10.9647675	10.881816	10.8031842	12.4144456	11.0644201
case	10.3175799	11.574707	11.764389	11.9262545	13.0951112	10.3951035	10.6749178	10.1553166	10.9802217	9.72476519
case	10.4648898	11.4948841	12.097593	11.8191936	12.4657883	10.4519992	10.5305175	10.3436643	11.0827518	9.66334818
case	12.394262	12.9557576	13.3254671	13.9487432	14.1165893	12.0119254	12.418123	10.1295844	13.0399944	12.6269725
case	11.2470048	11.97546	12.2678439	13.1247796	13.8231523	11.1464624	11.102874	10.8607704	12.0045737	11.3154394
case	10.779061	11.3881023	12.1835092	12.0989858	13.4293505	10.737047	10.6494233	10.0577319	11.399718	10.406475
case	11.3299583	12.4970851	13.1588943	12.9095714	13.7093843	11.3422647	11.6220285	11.3943239	11.8755727	11.7114536
case	11.0190611	11.9309938	12.3251702	12.1071056	13.1267188	10.5929186	11.2244853	10.7706655	11.5073452	10.8611141
case	10.8484336	12.2645713	12.5303607	12.5227534	13.5743499	10.7832987	10.7741578	10.6772492	11.5398228	10.9118713
case	9.60018537	9.65091495	9.84104866	10.8375633	12.7241017	9.22896391	8.94377631	8.95852082	10.185293	8.92481161
case	10.1283849	9.82480158	9.87893542	10.3617925	11.4751639	9.50360216	9.84130079	8.92363501	9.70006391	9.10572626
case	11.2825064	12.2033676	12.306095	13.0342707	13.4716257	10.9952202	11.4361103	11.0962665	11.617708	11.2615625
case	11.4932806	12.6722821	13.1649972	13.2557851	14.0249639	11.3644252	11.2729744	11.7738806	12.205676	11.4544062
